num_acidente,chv_localidade,data_acidente,uf_acidente,ano_acidente,mes_acidente,mes_ano_acidente,codigo_ibge,dia_semana,fase_dia,tp_acidente,cond_meteorologica,end_acidente,num_end_acidente,cep_acidente,bairro_acidente,km_via_acidente,latitude_acidente,longitude_acidente,hora_acidente,tp_rodovia,cond_pista,tp_cruzamento,tp_pavimento,tp_curva,lim_velocidade,tp_pista,ind_guardrail,ind_cantcentral,ind_acostamento,qtde_acidente,qtde_acid_com_obitos,qtde_envolvidos,qtde_feridosilesos,qtde_obitos,grupo,ano,mes
3093244,MG3162922202312,2023-12-07,MG,2023,12,122023,3162922,QUINTA-FEIRA,MANHA,COLISAO FRONTAL,NAO INFORMADO,FERNAO DIAS,508,0,,0,-20.055027,-44.2850431,91000,FEDERAL,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2023,12
192396,SP3518800202106,2021-06-15,SP,2021,6,62021,3518800,TERCA-FEIRA,TARDE,DESCONHECIDO,CLARO,AVENIDA JOSE RANGEL FILHO,204,0,BONSUCESSO,0,,,123300,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0,Total Geral,2021,6
1951995,ES3203320202203,2022-03-23,ES,2022,3,32022,3203320,QUARTA-FEIRA,NOITE,COLISAO,NAO INFORMADO,NAO INFORMADO ,0,0,CENTRO,0,-21.0293,-40.8151,180000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2022,3
4412510,SP3534302201906,2019-06-25,SP,2019,6,62019,3534302,TERCA-FEIRA,TARDE,COLISAO TRASEIRA,CLARO,RUA UM,33,0,CENTRO,0,,,164300,NAO INFORMADO,SECA,DESCONHECIDO,ASFALTO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,5,5,0,Com Feridos,2019,6
4892030,PA1506807202005,2020-05-06,PA,2020,5,52020,1506807,QUARTA-FEIRA,MANHA,COLISAO,NAO INFORMADO,TURIANO MEIRA  AV,0,0,DIAMANTINO,0,,,81500,MUNICIPAL,NAO INFORMADO,NAO FOI EM CRUZAMENTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0,Total Geral,2020,5
698116,MG3115805202404,2024-04-22,MG,2024,4,42024,3115805,SEGUNDA-FEIRA,MANHA,COLISAO FRONTAL,NAO INFORMADO,RIO PIEDADE,191,0,NOVO HORIZONTE,0,-18.5859203,-49.2049254,114000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2024,4
2185927,PR4105508202209,2022-09-16,PR,2022,9,92022,4105508,SEXTA-FEIRA,NOITE,COLISAO FRONTAL,CLARO,PR567,0,0,SAO LOURENCO,22,,,235000,ESTADUAL,SECA,CRUZAMENTO  MESMA SUPERFICIE,ASFALTO,DESCONHECIDO,80 KMH,SIMPLES  COM CICLOVIA,DESCONHECIDO,DESCONHECIDO,SIM,1,1,3,2,1,Com Óbitos,2022,9
545668,BA2905701202103,2021-03-14,BA,2021,3,32021,2905701,DOMINGO,MANHA,CHOQUE,NAO INFORMADO,BA099   KM 47,0,0,,0,,,82000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2021,3
5651735,SC4206405202402,2024-02-05,SC,2024,2,22024,4206405,SEGUNDA-FEIRA,MANHA,COLISAO,NAO INFORMADO,RODOVIA BR 163,0,0,,0,,,95000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2024,2
3401725,ES3205002201804,2018-04-30,ES,2018,4,42018,3205002,SEGUNDA-FEIRA,TARDE,COLISAO LATERAL,DESCONHECIDAS,AV NORTE SUL,0,0,PARQUE RESIDENCIAL LARANJEIRAS,0,,,134000,NAO INFORMADO,SECA,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,SIMPLES  SEM CICLOVIA,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2018,4
4095589,SP3518701202401,2024-01-05,SP,2024,1,12024,3518701,SEXTA-FEIRA,TARDE,COLISAO LATERAL,CLARO,AVENIDA ADEMAR DE BARROS,335,0,,0,-23.9903102,-46.2634242,155800,MUNICIPAL,SECA,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO,SIM,NAO,1,0,0,0,0,Total Geral,2024,1
2481972,SP3548708202310,2023-10-22,SP,2023,10,102023,3548708,DOMINGO,MANHA,OUTROS ACIDENTES DE TRANSITO,CLARO,SP 150,0,0,,23,-23.7884745,-46.5204846,103100,ESTADUAL,SECA,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO,NAO INFORMADO,NAO,1,0,0,0,0,Total Geral,2023,10
2823503,GO5201405202303,2023-03-15,GO,2023,3,32023,5201405,QUARTA-FEIRA,MANHA,DESCONHECIDO,OUTRAS CONDICOES,RUA JORNALISTA OTONIEL CUNHA  CEP 74966,0,0,JARDIM RIVIERA,0,-16.820794,-49.2976044,112100,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2023,3
6393236,RJ3303302202311,2023-11-26,RJ,2023,11,112023,3303302,DOMINGO,NOITE,DESCONHECIDO,NAO INFORMADO,PROFESSOR JOAO BRASIL,0,0,ENGENHOCA,0,-0.0,-0.0,193000,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2023,11
3573730,MG3131109202307,2023-07-29,MG,2023,7,72023,3131109,SABADO,MANHA,CAPOTAMENTO,NAO INFORMADO,FUNDO DO SACO,0,0,,0,-18.6666523,-44.1935386,103000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2023,7
5416101,SP3503307202312,2023-12-13,SP,2023,12,122023,3503307,QUARTA-FEIRA,MANHA,COLISAO FRONTAL,CLARO,AVENIDA ORPHEU MANENTI,1,0,,0,-22.3514069,-47.34672,74300,MUNICIPAL,SECA,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO,SIM,NAO,1,0,0,0,0,Total Geral,2023,12
4834892,MS5002704201907,2019-07-04,MS,2019,7,72019,5002704,QUINTA-FEIRA,MANHA,COLISAO TRASEIRA,CHUVA,RUA RUI BARBOSA,0,0,,0,,,82000,NAO INFORMADO,SECA,CRUZAMENTO  MESMA SUPERFICIE,ASFALTO,NAO HAVIA CURVA,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO,1,0,2,2,0,Com Feridos,2019,7
4485332,RN2414209202106,2021-06-13,RN,2021,6,62021,2414209,DOMINGO,TARDE,COLISAO LATERAL,NAO INFORMADO,RUA DA MATA,0,0,PRAIA DA PIPA,0,,,153000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2021,6
629477,PR4108304202104,2021-04-20,PR,2021,4,42021,4108304,TERCA-FEIRA,TARDE,COLISAO TRANSVERSAL,DESCONHECIDAS,RUA CARLOS SBARAINI,0,0,CENTRO,0,,,160500,MUNICIPAL,NAO INFORMADO,CRUZAMENTO  MESMA SUPERFICIE,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,1,0,2,2,0,Com Feridos,2021,4
4668710,MG3151404202003,2020-03-15,MG,2020,3,32020,3151404,DOMINGO,TARDE,COLISAO LATERAL,NAO INFORMADO,,0,0,,0,,,152000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,5,5,0,Com Feridos,2020,3
5109044,SC4216602202012,2020-12-16,SC,2020,12,122020,4216602,QUARTA-FEIRA,TARDE,DESCONHECIDO,NAO INFORMADO,AVENIDA BRASIL,0,0,,0,,,140000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2020,12
4950948,MG3118601201809,2018-09-27,MG,2018,9,92018,3118601,QUINTA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,OSORIO DE MORAIS,0,0,,0,,,61714,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2018,9
4413505,SC4202008202002,2020-02-07,SC,2020,2,22020,4202008,SEXTA-FEIRA,TARDE,DESCONHECIDO,NAO INFORMADO,AVENIDA MARTIN LUTHER,0,0,,0,,,124500,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2020,2
4941995,MG3152105202301,2023-01-06,MG,2023,1,12023,3152105,SEXTA-FEIRA,MANHA,QUEDA,NAO INFORMADO,BR 120 KM 25FAZENDA MARGEM,0,35430000,,0,-20.432779,-42.8902803,115000,ESTADUAL,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2023,1
559660,PR4125506201906,2019-06-24,PR,2019,6,62019,4125506,SEGUNDA-FEIRA,NOITE,COLISAO LATERAL,DESCONHECIDAS,RUA MORRETES,0,0,BRAGA,0,,,195000,MUNICIPAL,NAO INFORMADO,CRUZAMENTO  MESMA SUPERFICIE,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,1,0,4,4,0,Com Feridos,2019,6
422477,DF5300108202209,2022-09-21,DF,2022,9,92022,5300108,QUARTA-FEIRA,TARDE,ATROPELAMENTO COM PEDESTRE,CLARO,,3231,0,RIACHO FUNDO,0,-0.0,-0.0,130000,ESTADUAL,SECA,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2022,9
1478030,GO5208707202406,2024-06-10,GO,2024,6,62024,5208707,SEGUNDA-FEIRA,NOITE,DESCONHECIDO,OUTRAS CONDICOES,AVENIDA REAL CONQUISTA  CEP 74356-565,0,0,RESIDENCIAL REAL CONQUISTA,0,-16.782088,-49.3839955,194600,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2024,6
3901479,MS5002704202404,2024-04-03,MS,2024,4,42024,5002704,QUARTA-FEIRA,TARDE,NAO INFORMADO,CLARO,,0,0,,0,-0.0,-0.0,173900,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,2,2,0,Com Feridos,2024,4
5779358,MG3151800202012,2020-12-18,MG,2020,12,122020,3151800,SEXTA-FEIRA,MANHA,COLISAO LATERAL,NAO INFORMADO,ALCOA,0,0,,500,,,82949,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2020,12
2333522,SP3530805202307,2023-07-21,SP,2023,7,72023,3530805,SEXTA-FEIRA,TARDE,COLISAO FRONTAL,CLARO,RUA BOLIVIA,283,0,,0,-22.4404053,-46.9378878,172000,MUNICIPAL,SECA,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO,NAO INFORMADO,SIM,1,0,0,0,0,Total Geral,2023,7
4658487,MG3171204202001,2020-01-27,MG,2020,1,12020,3171204,SEGUNDA-FEIRA,MANHA,COLISAO FRONTAL,NAO INFORMADO,MG 424,0,0,,0,,,102500,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2020,1
4991677,PR4106902202305,2023-05-23,PR,2023,5,52023,4106902,TERCA-FEIRA,TARDE,CAPOTAMENTO,DESCONHECIDAS,RUA FELISBINO PASSOS,70,0,ATUBA,0,,,174000,MUNICIPAL,NAO INFORMADO,CRUZAMENTO  MESMA SUPERFICIE,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,1,0,2,2,0,Com Feridos,2023,5
5898565,SC4205407202304,2023-04-09,SC,2023,4,42023,4205407,DOMINGO,MADRUGADA,DESCONHECIDO,NAO INFORMADO,RODOVIA JOSE CARLOS DAUX,0,0,,0,,,11000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2023,4
4002548,RS4314100202009,2020-09-04,RS,2020,9,92020,4314100,SEXTA-FEIRA,MANHA,COLISAO,NAO INFORMADO,RODOVIA RS 324,0,0,,191,-0.0,-0.0,93000,ESTADUAL,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,2,1,1,Com Óbitos,2020,9
2578780,MS5002209202107,2021-07-16,MS,2021,7,72021,5002209,SEXTA-FEIRA,TARDE,OUTROS ACIDENTES DE TRANSITO,CLARO,VINTE E NOVE DE MAIO,0,79290000,VILA PLANALTO,0,-0.0,-0.0,174500,MUNICIPAL,DESCONHECIDO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,1,1,0,Com Feridos,2021,7
6043082,MG3145604201811,2018-11-23,MG,2018,11,112018,3145604,SEXTA-FEIRA,MANHA,ATROPELAMENTO COM PEDESTRE,NAO INFORMADO,MARACANA,0,0,,0,,,91825,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2018,11
1102079,SP3556404202011,2020-11-16,SP,2020,11,112020,3556404,SEGUNDA-FEIRA,TARDE,COLISAO LATERAL,CLARO,SP 215,34,0,RURAL,33,,,171000,NAO INFORMADO,SECA,DESCONHECIDO,ASFALTO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,SIM,1,0,2,2,0,Com Feridos,2020,11
5521159,PR4102406202309,2023-09-21,PR,2023,9,92023,4102406,QUINTA-FEIRA,TARDE,COLISAO TRASEIRA,DESCONHECIDAS,AVENIDA JOAO DA SILVA CRAVO,302,0,VILA SAO GERALDO,0,,,121500,MUNICIPAL,NAO INFORMADO,NAO FOI EM CRUZAMENTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,1,0,2,2,0,Com Feridos,2023,9
2173322,MS5002704202403,2024-03-12,MS,2024,3,32024,5002704,TERCA-FEIRA,TARDE,COLISAO TRANSVERSAL,CLARO,DO BANANAL,0,79045310,JARDIM NOROESTE,0,-20.4536,-54.5257,132500,MUNICIPAL,DESCONHECIDO,CRUZAMENTO  MESMA SUPERFICIE,TERRA,NAO HAVIA CURVA,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,SIM,1,0,2,2,0,Com Feridos,2024,3
1177812,MG3106200202312,2023-12-05,MG,2023,12,122023,3106200,TERCA-FEIRA,NOITE,CHOQUE,NAO INFORMADO,CRISTIANO MACHADO,6900,0,VILA PRIMEIRO DE MAIO,0,-19.8631065,-43.9285973,234637,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2023,12
6208530,MG3122801202205,2022-05-24,MG,2022,5,52022,3122801,TERCA-FEIRA,MANHA,OUTROS ACIDENTES DE TRANSITO,NAO INFORMADO,VICE PREFEITO LUIS COLI,380,0,BELA VISTA,0,-22.2485128,-45.1605342,113000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2022,5
5611010,SC4204608202007,2020-07-09,SC,2020,7,72020,4204608,QUINTA-FEIRA,TARDE,DESCONHECIDO,NAO INFORMADO,AVENIDA CENTENARIO,0,0,,0,,,144500,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2020,7
3439282,SP3505708202201,2022-01-04,SP,2022,1,12022,3505708,TERCA-FEIRA,TARDE,OUTROS ACIDENTES DE TRANSITO,CHUVA,RUA ANHANGUERA,1,0,CENTRO,0,,,130600,NAO INFORMADO,MOLHADA,DESCONHECIDO,ASFALTO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,1,1,0,Com Feridos,2022,1
2112543,PR4101408202204,2022-04-20,PR,2022,4,42022,4101408,QUARTA-FEIRA,MANHA,COLISAO TRANSVERSAL,DESCONHECIDAS,AVENIDA BRASIL,0,0,PARQUE BELA VISTA,0,,,114000,MUNICIPAL,NAO INFORMADO,NAO FOI EM CRUZAMENTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,1,0,2,2,0,Com Feridos,2022,4
4306670,SP3507506202110,2021-10-19,SP,2021,10,102021,3507506,TERCA-FEIRA,MANHA,DESCONHECIDO,DESCONHECIDAS,RUA LUISA DE MASSENO PONTES  DONA LUCIA ,0,0,AREA RURAL,0,,,80843,NAO INFORMADO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,1,0,0,0,0,Total Geral,2021,10
1175127,SP3550308202404,2024-04-12,SP,2024,4,42024,3550308,SEXTA-FEIRA,MANHA,COLISAO LATERAL,CLARO,AVENIDA GENERAL PENHA BRASIL,2651,0,,0,-23.4515943,-46.6769284,114500,MUNICIPAL,SECA,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO,NAO INFORMADO,SIM,1,0,0,0,0,Total Geral,2024,4
2913483,RS4314902202204,2022-04-12,RS,2022,4,42022,4314902,TERCA-FEIRA,TARDE,COLISAO,NAO INFORMADO,RODOVIA BR 290,0,0,,99,-0.0,-0.0,123100,FEDERAL,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,5,3,2,Com Óbitos,2022,4
2272828,SC4204608202102,2021-02-10,SC,2021,2,22021,4204608,QUARTA-FEIRA,TARDE,DESCONHECIDO,NAO INFORMADO,RUA THOME DE SOUZA,0,0,,0,,,171500,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2021,2
426195,MG3106200201908,2019-08-02,MG,2019,8,82019,3106200,SEXTA-FEIRA,MANHA,COLISAO FRONTAL,NAO INFORMADO,AMANDA,0,0,,0,,,115000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2019,8
5575865,MG3105400202206,2022-06-16,MG,2022,6,62022,3105400,QUINTA-FEIRA,TARDE,DESCONHECIDO,CLARO,MG 436,0,0,SAGRADA FAMILIA,0,-19.9477712,-43.4719708,131247,ESTADUAL,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO,SIM,1,0,2,2,0,Com Feridos,2022,6
6332866,DF5300108202212,2022-12-23,DF,2022,12,122022,5300108,SEXTA-FEIRA,TARDE,COLISAO TRASEIRA,CLARO,GERAL,7835,0,BRASILIA,0,-0.0,-0.0,170000,NAO INFORMADO,SECA,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2022,12
230326,MG3143500202101,2021-01-23,MG,2021,1,12021,3143500,SABADO,NOITE,CHOQUE,NAO INFORMADO,CORONEL SEBASTIAO P M E CASTRO,0,0,,232,,,181000,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2021,1
3073582,DF5300108202308,2023-08-05,DF,2023,8,82023,5300108,SABADO,MANHA,COLISAO,CLARO,Q 208 PRACA SABIA LT 3,5529,0,AGUAS CLARAS,0,-0.0,-0.0,100000,NAO INFORMADO,SECA,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2023,8
4067744,SP3529005202405,2024-05-21,SP,2024,5,52024,3529005,TERCA-FEIRA,MANHA,COLISAO TRASEIRA,CLARO,RUA SETE DE SETEMBRO,1001,0,,0,-22.2255218,-49.9575723,65300,MUNICIPAL,SECA,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,SIM,SIM,SIM,1,0,0,0,0,Total Geral,2024,5
2907608,SP3550308202302,2023-02-15,SP,2023,2,22023,3550308,QUARTA-FEIRA,MADRUGADA,DESCONHECIDO,CLARO,AVENIDA CELSO GARCIA,4760,0,TATUAPE,0,-23.534044,-46.5692715,10000,NAO INFORMADO,MOLHADA,DESCONHECIDO,ASFALTO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,SIM,DESCONHECIDO,1,0,2,2,0,Com Feridos,2023,2
6063321,BA2900702201907,2019-07-13,BA,2019,7,72019,2900702,SABADO,MADRUGADA,COLISAO TRANSVERSAL,NAO INFORMADO,BR 101  KM 97,0,0,,0,,,1700,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,SIMPLES  SEM CICLOVIA,NAO INFORMADO,NAO INFORMADO,NAO,1,0,4,4,0,Com Feridos,2019,7
4227111,ES3201308202206,2022-06-23,ES,2022,6,62022,3201308,QUINTA-FEIRA,NOITE,OUTROS ACIDENTES DE TRANSITO,NAO INFORMADO,,0,29151055,ALTO LAGE,0,-20.3313,-40.3726,190000,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0,Total Geral,2022,6
2320434,GO5208707202406,2024-06-14,GO,2024,6,62024,5208707,SEXTA-FEIRA,NOITE,COLISAO,OUTRAS CONDICOES,AVENIDA MILAO  CEP 74325-030,0,0,JARDIM EUROPA,0,-16.7091875,-49.3136875,201500,MUNICIPAL,SECA,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2024,6
4996584,GO5208707201812,2018-12-26,GO,2018,12,122018,5208707,QUARTA-FEIRA,TARDE,DESCONHECIDO,OUTRAS CONDICOES,AV MUTIRAO,0,0,SETOR OESTE,0,,,163700,MUNICIPAL,NAO INFORMADO,NAO INFORMADO,ASFALTO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2018,12
6255632,MG3157807201902,2019-02-10,MG,2019,2,22019,3157807,DOMINGO,MADRUGADA,CHOQUE,NAO INFORMADO,PRESIDENTE DELFIM MOREIRA,0,0,,0,,,42718,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0,Com Feridos,2019,2
3771451,MG3170701202011,2020-11-04,MG,2020,11,112020,3170701,QUARTA-FEIRA,NOITE,COLISAO TRASEIRA,NAO INFORMADO,COMENDADOR MANOEL SENDAS,0,0,,0,,,184642,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0,Com Feridos,2020,11
